filename,content,python
HumanEval_158_convert.evy,"func find_maxwords
    //""Write a function that accepts a list of strings.
    //    The list contains different words. Return the word with maximum number
    //    of unique characters. If multiple strings have maximum number of unique
    //    characters, return the one which comes first in lexicographical order.
    //
    //    find_max([""name"", ""of"", ""string""]) == ""string""
    //    find_max([""name"", ""enam"", ""game""]) == ""enam""
    //    find_max([""aaaaaaa"", ""bb"" ,""cc""]) == """"aaaaaaa""
    //    ""
    return .sorted (words)0

end
func checkcandidate
    assert .candidate ([""name"" ""of"" ""string"" ]) == ""string""
    assert .candidate ([""name"" ""enam"" ""game"" ]) == ""enam""
    assert .candidate ([""aaaaaaa"" ""bb"" ""cc"" ]) == ""aaaaaaa""
    assert .candidate ([""abc"" ""cba"" ]) == ""abc""
    assert .candidate ([""play"" ""this"" ""game"" ""of"" ""footbott"" ]) == ""footbott""
    assert .candidate ([""we"" ""are"" ""gonna"" ""rock"" ]) == ""gonna""
    assert .candidate ([""we"" ""are"" ""a"" ""mad"" ""nation"" ]) == ""nation""
    assert .candidate ([""this"" ""is"" ""a"" ""prrk"" ]) == ""this""
    assert .candidate ([""b"" ]) == ""b""
    assert .candidate ([""play"" ""play"" ""play"" ]) == ""play""

end
.check (find_max)",
HumanEval_46_convert.evy,"func fib4n:int
    //""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    //    fib4(0) -> 0
    //    fib4(1) -> 0
    //    fib4(2) -> 2
    //    fib4(3) -> 0
    //    fib4(n) -> fib4(n-1) + fib4(n-2) + fib4(n-3) + fib4(n-4).
    //    Please write a function to efficiently compute the n-th element of the fib4 number sequence.  Do not use recursion.
    //    >>> fib4(5)
    //    4
    //    >>> fib4(6)
    //    8
    //    >>> fib4(7)
    //    14
    //    ""
    results := [0 0 2 0 ]
    if n < 4
        return resultsn
    end
        results = results + [results-1 + results-2 + results-3 + results-4]
        results.pop (0)
    end
    return results-1

end
METADATA := {}
func checkcandidate
    assert .candidate (5) == 4
    assert .candidate (8) == 28
    assert .candidate (10) == 104
    assert .candidate (12) == 386

end
.check (fib4)",
HumanEval_144_convert.evy,"func simplifyx n
    //""Your task is to implement a function that will simplify the expression
    //    x * n. The function returns True if x * n evaluates to a whole number and False
    //    otherwise. Both x and n, are string representation of a fraction, and have the following format,
    //    <numerator>/<denominator> where both numerator and denominator are positive whole numbers.
    //
    //    You can assume that x, and n are valid fractions, and do not have zero as denominator.
    //
    //    simplify(""1/5"", ""5/1"") = True
    //    simplify(""1/6"", ""2/1"") = False
    //    simplify(""7/10"", ""10/2"") = False
    //    ""
    [a b ] := x.split (""/"")
    [c d ] := n.split (""/"")
    numerator := .int (a) * .int (c)
    denom := .int (b) * .int (d)
    if numerator / denom == .int (numerator / denom)
        return true
    end
    return false

end
func checkcandidate
    assert .candidate (""1/5"" ""5/1"") == true
    assert .candidate (""1/6"" ""2/1"") == false
    assert .candidate (""5/1"" ""3/1"") == true
    assert .candidate (""7/10"" ""10/2"") == false
    assert .candidate (""2/10"" ""50/10"") == true
    assert .candidate (""7/2"" ""4/2"") == true
    assert .candidate (""11/6"" ""6/1"") == true
    assert .candidate (""2/3"" ""5/2"") == false
    assert .candidate (""5/2"" ""3/5"") == false
    assert .candidate (""2/4"" ""8/4"") == true
    assert .candidate (""2/4"" ""4/2"") == true
    assert .candidate (""1/5"" ""5/1"") == true
    assert .candidate (""1/5"" ""1/5"") == false

end
.check (simplify)",
HumanEval_134_convert.evy,,
HumanEval_36_convert.evy,"func fizz_buzzn:int
    //""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    //    >>> fizz_buzz(50)
    //    0
    //    >>> fizz_buzz(78)
    //    2
    //    >>> fizz_buzz(79)
    //    3
    //    ""
    ns := []
        if i % 11 == 0 i % 13 == 0 or
            ns = ns + [i]
        end
    end
    s := (join .list (.map (string ns)) """")
    ans := 0
        ans = ans + c == ""7""
    end
    return ans

end
METADATA := {}
func checkcandidate
    assert .candidate (50) == 0
    assert .candidate (78) == 2
    assert .candidate (79) == 3
    assert .candidate (100) == 3
    assert .candidate (200) == 6
    assert .candidate (4000) == 192
    assert .candidate (10000) == 639
    assert .candidate (100000) == 8026

end
.check (fizz_buzz)",
HumanEval_3_convert.evy,"func below_zero:bool operations:[]int
    //"" You're given a list of deposit and withdrawal operations on a bank account that starts with
    //    zero balance. Your task is to detect if at any point the balance of account fallls below zero, and
    //    at that point function should return True. Otherwise it should return False.
    //    >>> below_zero([1, 2, 3])
    //    False
    //    >>> below_zero([1, 2, -4, 5])
    //    True
    //    ""
    balance := 0
        balance = balance + op
        if balance < 0
            return true
        end
    end
    return false

end
METADATA := {""author"":""jt"" ""dataset"":""test""}
func checkcandidate
    assert .candidate ([]) == false
    assert .candidate ([1 2 -3 1 2 -3 ]) == false
    assert .candidate ([1 2 -4 5 6 ]) == true
    assert .candidate ([1 -1 2 -2 5 -5 4 -4 ]) == false
    assert .candidate ([1 -1 2 -2 5 -5 4 -5 ]) == true
    assert .candidate ([1 -2 2 -2 5 -5 4 -4 ]) == true

end
.check (below_zero)",
HumanEval_95_convert.evy,,
HumanEval_68_convert.evy,"func pluckarr
    //""
    //    ""Given an array representing a branch of a tree that has non-negative integer nodes
    //    your task is to pluck one of the nodes and return it.
    //    The plucked node should be the node with the smallest even value.
    //    If multiple nodes with the same smallest even value are found return the node that has smallest index.
    //
    //    The plucked node should be returned in a list, [ smalest_value, its index ],
    //    If there are no even values or the given array is empty, return [].
    //
    //    Example 1:
    //        Input: [4,2,3]
    //        Output: [2, 1]
    //        Explanation: 2 has the smallest even value, and 2 has the smallest index.
    //
    //    Example 2:
    //        Input: [1,2,3]
    //        Output: [2, 1]
    //        Explanation: 2 has the smallest even value, and 2 has the smallest index. 
    //
    //    Example 3:
    //        Input: []
    //        Output: []
    //    
    //    Example 4:
    //        Input: [5, 0, 3, 0, 4, 2]
    //        Output: [0, 1]
    //        Explanation: 0 is the smallest value, but  there are two zeros,
    //                     so we will choose the first zero, which has the smallest index.
    //
    //    Constraints:
    //        * 1 <= nodes.length <= 10000
    //        * 0 <= node.value
    //    ""
    if .len (arr) == 0
        return []
    end
    evens := .list (.filter (__lambda_2 arr))
    if evens == []
        return []
    end
    return [.min (evens) arr.index (.min (evens)) ]

end
func checkcandidate
    assert true
    assert .candidate ([4 2 3 ]) == [2 1 ]
    assert .candidate ([1 2 3 ]) == [2 1 ]
    assert .candidate ([]) == []
    assert .candidate ([5 0 3 0 4 2 ]) == [0 1 ]
    assert true
    assert .candidate ([1 2 3 0 5 3 ]) == [0 3 ]
    assert .candidate ([5 4 8 4 8 ]) == [4 1 ]
    assert .candidate ([7 6 7 1 ]) == [6 1 ]
    assert .candidate ([7 9 7 1 ]) == []

end
.check (pluck)",
HumanEval_5.evy,"func intersperse:[]num numbers:[]num delimeter:num
    if (len numbers) == 0
        return []
    end
    result:[]num
    for number := range numbers[:-1]
        result = result + [number] + [delimeter]
    end
    result = result + [numbers[-1]]
    return result
end
func check
    assert [] (intersperse [] 7)
    assert [5 8 6 8 3 8 2] (intersperse [5 6 3 2] 8)
    assert [2 2 2 2 2] (intersperse [2 2 2] 2)
end
func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if (sprintf ""%v"" want) != (sprintf ""%v"" got)
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished
",
HumanEval_10.evy,"func is_palindrome:bool str:string
    return str == (reverse str)
end
func make_palindrome:string str:string
    if str == """"
        return """"
    end
    beginning_of_suffix := 0
    while !(is_palindrome str[beginning_of_suffix:])
        beginning_of_suffix = beginning_of_suffix + 1
    end
    return str + (reverse str[:beginning_of_suffix])
end
func reverse:string str:string
    reversed := """"
    for i := range(len str)
        reversed = str[i] + reversed
    end
    return reversed
end
func check
    assert """" (make_palindrome """")
    assert ""x"" (make_palindrome ""x"")
    assert ""xyzyx"" (make_palindrome ""xyz"")
    assert ""xyx"" (make_palindrome ""xyx"")
    assert ""jerryrrej"" (make_palindrome ""jerry"")
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if (sprintf ""%v"" want) != (sprintf ""%v"" got)
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished
",
HumanEval_18_convert.evy,,
HumanEval_80_convert.evy,"func is_happys
    //""You are given a string s.
    //    Your task is to check if the string is happy or not.
    //    A string is happy if its length is at least 3 and every 3 consecutive letters are distinct
    //    For example:
    //    is_happy(a) => False
    //    is_happy(aa) => False
    //    is_happy(abcd) => True
    //    is_happy(aabb) => False
    //    is_happy(adb) => True
    //    is_happy(xyy) => False
    //    ""
    if .len (s) < 3
        return false
    end
        if si == si + 1 si + 1 == si + 2 si == si + 2 or
            return false
        end
    end
    return true

end
func checkcandidate
    assert .candidate (""a"") == false
    assert .candidate (""aa"") == false
    assert .candidate (""abcd"") == true
    assert .candidate (""aabb"") == false
    assert .candidate (""adb"") == true
    assert .candidate (""xyy"") == false
    assert .candidate (""iopaxpoi"") == true
    assert .candidate (""iopaxioi"") == false

end
.check (is_happy)",
HumanEval_12.evy,"func longest:string strings:[]string
  if (len strings) == 0 
    return ""null""
  end
  maxlen := 0
  for s := range strings
    if (len s) > maxlen
      maxlen = (len s)
    end
  end
  for s := range strings
    if (len s) == maxlen
      return s
    end
  end
  return ""null""
end
func check
    assert (longest [])  ""null""
    assert (longest [""x"" ""y"" ""z""])  ""x""
    assert (longest [""x"" ""yyy"" ""zzzz"" ""www"" ""kkkk"" ""abc""])  ""zzzz""
end
func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if (sprintf ""%v"" want) != (sprintf ""%v"" got)
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished
",
HumanEval_7.evy,"func filter_by_substring:[]string strings:[]string substring:string
    ans: []string
    for str := range strings
        if (contains str substring)
            ans = ans + [str]
        end
    end
    return ans
end
func check
    assert [] (filter_by_substring [] ""john"")
    assert [""xxx"" ""xxxAAA"" ""xxx""] (filter_by_substring [""xxx"" ""asd"" ""xxy"" ""john doe"" ""xxxAAA"" ""xxx""] ""xxx"")
    assert [""xxx"" ""aaaxxy"" ""xxxAAA"" ""xxx""] (filter_by_substring [""xxx"" ""asd"" ""aaaxxy"" ""john doe"" ""xxxAAA"" ""xxx""] ""xx"")
    assert [""grunt"" ""prune""] (filter_by_substring [""grunt"" ""trumpet"" ""prune"" ""gruesome""] ""run"")
end
func contains:bool haystack:string needle:string
    for i := range ((len haystack) - (len needle) + 1)
        if haystack[i:i + (len needle)] == needle
            return true
        end
    end
    return false
end
func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if (sprintf ""%v"" want) != (sprintf ""%v"" got)
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished
",
HumanEval_53_convert.evy,"func addx:int y:int
    //""Add two numbers x and y
    //    >>> add(2, 3)
    //    5
    //    >>> add(5, 7)
    //    12
    //    ""
    return x + y

end
METADATA := {}
func checkcandidate
    
    assert .candidate (0 1) == 1
    assert .candidate (1 0) == 1
    assert .candidate (2 3) == 5
    assert .candidate (5 7) == 12
    assert .candidate (7 5) == 12
        [x y ] := [random.randint (0 1000) random.randint (0 1000) ]
        assert .candidate (x y) == x + y
    end

end
.check (add)",
HumanEval_151_convert.evy,"func double_the_differencelst
    //""
    //    Given a list of numbers, return the sum of squares of the numbers
    //    in the list that are odd. Ignore numbers that are negative or not integers.
    //    
    //    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    //    double_the_difference([-1, -2, 0]) == 0
    //    double_the_difference([9, -2]) == 81
    //    double_the_difference([0]) == 0  
    //   
    //    If the input list is empty, return 0.
    //    ""
    return .sum (__evy_listcomp_ := []
    for i := lst:
    if i > 0 i % 2 != 0 !(has .str (i) ""."") and
    )

end
func checkcandidate
    assert .candidate ([]) == 0
    assert .candidate ([5 4 ]) == 25
    assert .candidate ([0.1 0.2 0.3 ]) == 0
    assert .candidate ([-10 -20 -30 ]) == 0
    assert .candidate ([-1 -2 8 ]) == 0
    assert .candidate ([0.2 3 5 ]) == 34
    lst := .list (.range (-99 100 2))
    odd_sum := .sum (__evy_listcomp_ := []
    for i := lst:
    if i % 2 != 0 i > 0 and
    )
    assert .candidate (lst) == odd_sum

end
.check (double_the_difference)",
